Date;Temp
09/11/2021 11:39;-1.8
09/11/2021 12:39;-1.5
09/11/2021 13:39;-1.3
09/11/2021 14:39;-0.9
09/11/2021 15:39;-1.5
09/11/2021 16:39;-1
09/11/2021 17:39;-1
09/11/2021 18:39;-1.4
09/11/2021 19:39;-1.6
09/11/2021 20:39;-1.3
09/11/2021 21:39;-1.5
09/11/2021 22:39;-1.3
09/11/2021 23:39;-1.6
10/11/2021 00:39;-1.6
10/11/2021 01:39;-1.4
10/11/2021 02:39;-1.4
10/11/2021 03:39;-1.3
10/11/2021 04:39;-1.3
10/11/2021 05:39;-1.3
10/11/2021 06:39;-1.2
10/11/2021 07:39;-1.2
10/11/2021 08:39;-1.1
10/11/2021 09:39;-1.1
10/11/2021 10:39;-1
10/11/2021 11:39;-0.9
10/11/2021 12:39;-0.8
10/11/2021 13:39;-0.8
10/11/2021 14:39;-0.7
10/11/2021 15:39;-0.8
10/11/2021 16:39;-0.8
10/11/2021 17:39;-0.6
10/11/2021 18:39;-0.8
10/11/2021 19:39;-0.8
10/11/2021 20:39;-0.6
10/11/2021 21:39;-0.6
10/11/2021 22:39;-0.5
10/11/2021 23:39;-0.7
11/11/2021 00:39;-0.7
11/11/2021 01:39;-0.8
11/11/2021 02:39;-0.6
11/11/2021 03:39;-0.5
11/11/2021 04:39;-0.5
11/11/2021 05:39;-0.6
11/11/2021 06:39;-0.6
11/11/2021 07:39;-0.7
11/11/2021 08:39;-0.8
11/11/2021 09:39;-0.8
11/11/2021 10:39;-0.8
11/11/2021 11:39;-0.7
11/11/2021 12:39;-0.5
11/11/2021 13:39;-0.5
11/11/2021 14:39;-0.6
11/11/2021 15:39;-0.5
11/11/2021 16:39;-0.6
11/11/2021 17:39;-0.6
11/11/2021 18:39;-0.6
11/11/2021 19:39;-0.5
11/11/2021 20:39;-0.5
11/11/2021 21:39;-0.5
11/11/2021 22:39;-0.7
11/11/2021 23:39;-0.9
12/11/2021 00:39;-0.8
12/11/2021 01:39;-0.5
12/11/2021 02:39;-0.5
12/11/2021 03:39;-0.5
12/11/2021 04:39;-0.4
12/11/2021 05:39;-0.6
12/11/2021 06:39;-0.7
12/11/2021 07:39;-0.7
12/11/2021 08:39;-0.6
12/11/2021 09:39;-0.4
12/11/2021 10:39;-0.4
12/11/2021 11:39;-0.4
12/11/2021 12:39;-0.4
12/11/2021 13:39;-0.3
12/11/2021 14:39;-0.2
12/11/2021 15:39;-0.4
12/11/2021 16:39;-0.3
12/11/2021 17:39;-0.3
12/11/2021 18:39;-0.3
12/11/2021 19:39;-0.5
